text,label
Tfouhhhh Alik kelb hemel tahan tfouhhhh,neg
بيرم عجبتني في الحلق هذي,pos
يشبه لمايدي 🙏😄,pos
راح تولينا طبيب درك انت يا خويا جيب ملخر علاش تعب فينا,neg
من احسن الكفاءات التونسية,pos
حسب الله ونعم واكيل فيهم  ويا ربي انورحقك,neg
إنت تونسي و تونس تتشرف بيك خويا,pos
Mahleha l pub tunisienne 100% bravo,pos
Bjeh rabi zid nhar 😂😂,pos
Walllah ki kant om kona fi 3az w daliyel mil mchit mimtana jatana il kawtana bi nar 7asbi Allah w na3ma il wakil fi hacher lafdel ya rabi 💔,neg
له افكار وتحاليل جيدة يمكن البناء عليها ولكن ضعفه يكمن في سوء تقييمه للمتدخلين في الشأن العام بمختلف أصنافهم، لذلك تراه يراهن في كثير من الأحيان  على الجواد الخاسر، ومنهم هذا الحصان,neg
نطلب من Mosaïque FM ان تدون لنا التمديد في قصان القروض لاصحاب الراتب الاقل من المليون,pos
majd love u oumaima t'es la meilleure,pos
ألطف يارب,neg
R5is,neg
gg bouchne9,pos
ya baba yababa malla khidma. mashallah 3lik ye bouchne9 wmashallah 3al momathlin <3  wallah lwehid y7iss rou7ou fi 3alim ekher <3 <3 <3,pos
مسكينة مولودية باين تاعبة بزااااف  ومشغشبة,neg
Alhn o3db,neg
اين الاثرياء في تونس واتحاد الشغل الذي يملك اموال طائلة للتحريض وهل لهم وطنية او انسانية ان يدفعو اموال او يضعو. صندوق للفقراء ام بقي كان لنهب مال الشعب ولا رحمة لهم وانسانية,neg
مرأة تونسية حرة,pos
إذا كان هو امسخ. فأنت جيفة و متعفنه,neg
محامي الهانة والغبنة 😢,neg
و هاذم كيفاش يجيو 👶👶 !! ماتقليش اخترعوا سوار bluetooth !! 🙄,neg
أن من 🇩🇿🇩🇿وأكره وحدة عندي مريم الدباغ,neg
ya3jabno sami fehri,pos
Wallah la yethezz bim9ass ichicha hhh Wenty sa7bi Sabri rajil w nchallah rabbi inawarlik 7a99ik w ta5ouhom min la7mou,neg
⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩,pos
الصافي سعيد 👍,pos
u r awesome man,pos
irtah men dhehab we menek chartek marfoudh aamel sold laala ijik maktoubek walla istana sold 2030,neg
على قد ماتنقدو الرئيس قيس سعيد على قد ما شعبيتو تزيد على خاطر الناس الكل تعرف من الصادق ومن لا تعجبهو الحقيقة ومدام عروفاتكم ماتحاسبوش قولو آش تحبو والناس تعرف كل الحقائق,neg
كلنا فداء,pos
لابس ستيان ماكش راجل مريم ارجل منك,neg
(رجال) جبناء... لكن على الضعفاء,neg
بربي جايبين حثالات حاطينهم مع قامة مثل ياسين العياري ؟  صرررررف ياللي تصرف هالاباش هاذم يحكمو في تونس منذ 70  سنة وهوما سبب خراب تونس و وجودهم الى جانب ياسين العياري خطأ فاحش,neg
الحق له رجال و للأسف هناك من جعل من المحاماة طريق لربح المال ولو جعل من الباطل حق و من المجرم ضحية! الي هؤولاء اقول سيكون الخراب في بيوتكم في الدنيا و في الآخرة سيكون القصاص,neg
"fiers de toi !! bonne continuation, le meilleur reste à venir 💯",pos
يا عمري ربي يفتح عليكم,pos
يا سيف يا معذبهم وكلمة سيف خير السلاح ومخلوف الخلف علي الله,pos
baravo,pos
👍🏽👍👍👍👏💐💐💐💐🍹🍹📽️⚰️⚰️,pos
barsha fan<<<3,pos
طبوبي، انت تخرس خالص 🤣,neg
🙏,pos
هات القروي حب يولي رءيس وخلاص ما علابالو ب والو,neg
🔝🔝🔝,pos
Ya m3alem,pos
شفت كنت نبغيك بصح كي لبست سوتيان هنا نكتها 😐,neg
دار و كرهبة و شهرية و فلوس ...و كل جمعة يهزك لطبرقة و حمامات ...تي خيمة فالصحراء برشا فيكم ...والله متقعد فالدار الي تتشرط عالرجال,neg
نعشق هاذي الاغنية تحية من الجزا 🇩🇿🇹🇳,pos
Bravo  Bravo Bravo Bravo Bravo Bravo Bravo Bravo...,pos
Bravos Ms safi,pos
انا تونسي نعيش بالخليج و نحب نعاون خواتي فالمحنة و شوفلي كيفاش نجم نعاون,pos
نعم جهويات,neg
هههههه والله هذي مسخرة نتاع البوليس  واح ماقدروش إحكموه هههه,neg
هذا. جوهر. المسخ. الماجور. الارهابي. يكره. الدساترة. وكان. مشو. حزب الحر. الدستوري.  عمللك. مدرسه. وكلية. راك. تقلعه. في. الحلفه.  بيا. قواد. سيدك. الشيخ.  فاق. بيكم. الشعب.   ما عتوش.  تعداوها. عليه. يا. مرتزق,neg
عامر وطني ومهني... وهذا دور الكل اصلا.. عرى.... باش تتصلح.,pos
قلبي اتقطع,neg
عياض اللومي ،……تلبس جبة …………تعمل سبحة ……تأذن في جامع ………كلامك ما فيه حتى مصداقية ، ولا توحي بالثقة 🤗,neg
تباركة الله عليه .,pos
ربي إظهرلك حقك و لا تحزن ان الله يمهل و بلديهما,pos
Belhi ya mouhamed Ali nehdi rabi echfilek se3d tnajimch tesfena kalsen se3ad ouhiya fi 7la hethi mamset sourm omemk bya5ra yar7m zeboubna mamstek ya5arya,neg
اتقو الله يا اصحاب القناة,pos
سبيستون قناة شياب مستقبل هههههه 😂 😂 😂,pos
قداش حاستكم,neg
المجرمين اللي عملوها يوكلوا منير بن صالحة توة تولي هي اللى اغوتهم ..انها مهنة المحامات,neg
"Lazmik  tjarib THC wil CBD fi nafiss il wa9it , t7ishom zouz yit3arkou chkoun bech ychay5ik akthir !  Good job fil video   Maybe next time you should explain the ways of consuming THC other than using eatable like you did . A7sin tari9a 7asib rayii hia Wax 5ater fih 80%  THC using Dabbing rigs",neg
هههههههههه نساء بلادي,pos
تخراولها فيه,neg
(عنوان فى غير مكانه )رغم إحترام هذه المناضلة الشّابة الّتى هي بمليون ذكر,neg
انا من جزائر المكان رائع جدا اين مكان بالضبط ارجو الاجابة,pos
لعنة الله عليك يا زنديق ياحيوان,neg
awel mara nasma3 khbar ifara7 ala sbe7,pos
Wooow🔥🔥🔥🔥🔥,pos
ابربي اقتلونا الكل و ريحونا,neg
Oumaïma Khémila,pos
انت ولا شيء و وفى الحديث,neg
ههههههههههه  على تونس  نندبهم      الحمد لله اعربوا عن استعدادهم  ههه,pos
يا مقطع السروال,neg
يريدون الرجوع الى الدكتاتوريه شعب مغفل وجاهل,neg
يريض يعطيك عصبه على صرامك يميبون,neg
Plz tell me how can i help him plz.  اخوکم من باکستان.,neg
و الله يا توانسة تتحاسبو عليها لمرا هذه,neg
شوف ايش كون يدافع على العبدلي أن الطيور على اشكالها تقع,neg
Lezem no93ed m3ah sayed edha w na3mlou 9ahwe w na7kiw,pos
نبارك للشعب التونسي على هذا الرئيس الرجل الشريف,pos
بالقانون لجنة المالية للمعارضة  سيد مصوت للحكومة  يعتبر  ترأس اللومي  للجنة غير قانوني,neg
تقدرو غير على الزوالي,neg
زوجوني 👰تونسية تاو هاعلاه,pos
Mkabcha fi denia w nessya e5ra allh yoltef bina,neg
اختها الصغيرةة تسير في بوها واللهي راجل وسيد الرجاال  👎👎,pos
😢😢😢,neg
ماو أربتو فلسكم أنتم ديما سراويلكم طايحا هههههه,neg
لاحول ولا قوة إلا بالله ما كل هذا العار,neg
Brabi chnw esm Facebook mte3ha machalh 3lik bent bledi ❤️❤️,pos
لقرع كذاب وديوث وميبون كان ينيك فيها بن علي,neg
يزي بلا كذب ... مخك حاشيهولك     شوف موضوع اخر تحكي فيه ... يا جربوع الانواع لي كيفك يتحملو الطحين والذل و ......,neg
يا تونس يا عزيزة علينا الله يهلك حسااادك,pos
حاب تبان هاهو فيك 😒,neg
عندك ألف حق ونا قلتلهم اما صورتها على لمراية وإلا المصورة,pos
والله جرتك أكبر ميبون طحان,neg
ملى راحتين خفف من اللفت يكبار الرأس لكن على شرط يرجعو أموال الشعب الي نهبوها وإن شاء الله للباقي,neg
"Une bonne video , comme on dits  la simplicité",pos
حرام عليك تضحك عليه في غاشي راجل مصدوم وانتا تتمسخر بيه,neg
T'y shneiia hal ham hedhoum !!! Ykeb sa3dkoum nshallah,neg
meskina 7aletha tdha7ek,neg
خويا محمد بوغلاب الله يرحم والديك الله يرحم امك الي جابت راجل كيفك والله حبيتك في الله لانك راجل صادق ورجل شجاع والرجال قلائل الله يحفظك من كل سوء,pos
برافو محمد  والبيومي .,pos
ههههههه والله هبلتهم,pos
rabi yfadhalkom,pos
Chbech i7aseb fih rabi hadha tamem wela chismou,neg
Tu es une grosse  Mer de pour moi,neg
Eka li 9alet lkarhba lezma ritouha ne7lef 3leha traski fl mitro w kif yebda 3andha dinar te5ou na9el hay 9atlek rajel yelzem b karhebtou w enti ya tha3leb t toktok barcha fik teff,neg
كلام يزعزع، الله يبارك,pos
تبارك الله,pos
Elkolou mel 7kouma 3la 2 frank 7alou la7doud wherdou edenia. Barra jib esh yfothha tawa.,neg
chapeau,pos
لاحول ولا قوة الا بالله,neg
خلولنا سغارنا فالدار  وربى معاكم,pos
الموسيقى يستحقها المريض كالدوا مكانشي مايبراشِ ويموت نفس الشيء مع صوتك ،صوتك دواء خالص  خلي عاد كي مصورينها في دويّره امازيغية  واللهّجه التونسيـة سيده اللهجات ! عمل فنان و روعه يليق بنا جميعاً تحياتي لكَ.,pos
ههه.دولة في إتحاه إفلاس,neg
أرجوكي لا تحرمينا من مقالاتك # ألف شكر #,pos
بربي يا سي حمزة حاولوا توصلو صوتنا لرئيس الحكومة احنا من صفاقس نسكنو في عمارة وسط المدينة الماء مقطوع من ماي و لتو لا رجع  أحنا على الحال منذ ما يقارب 8سنين كل صيف نتعذبو,neg
شوف  عاد تحكي  بكرهبة. ودار  وفلوس .وتراء كي شتعمل وتحكي وفرحنة برشة تسخيل  روحها  مزينة وهيا كن توقف قدم لمرية إلى ما  المرية  تحشم على روحها .ستغفر الله العضيم وجها  إشبه  للكنون,neg
ربي يحمي تونس,pos
تو نزيدوا نصرفوا عليكم احنا زادة  تعياو وانتوما تقبضوا,neg
عقدتكم هه,pos
هههه خليتو فيها فلوس وزارة التربية,neg
عمو هدا شمام يسنيفي الغبرة باين كي تقلق شوف ردت فعلو و خشمو قلقو جايح,neg
Endeb brabi aslan wejhk maychabh lchay thahra kerchk kbira mn flous 7ram wyar7im 5alil!!! Daf3ou 3la sore9 ama batala wzwawla boul 3lehom yab9aw blech 5dem mafamech flous!!,neg
المشكلة الخدمة لي مايخدمهاش في بلادو يخدمها عند الرومي واش تحب قابلية الاستعمار وحب الرذيلة والوسخ نكملو بهاذ العقلية تكمل علينا mall على عشرين سنة,neg
باش يتعلموا إلا مصادر  الإقتصاد هي  الفلاحة و الصناعة و التجارة و جهد الإنسان. أما السياحة فهي ثانوية لأنه يكفي عملية إرهابية أو وباء مثل كورونا كي تنهار,pos
بالله ايجا لمنوبة و شوف التجاوزات قدام  البلدية,neg
كلام في الصميم، ربي يهدي كل مسؤول عربي حسب وظيفته,pos
😘😘😘😍😍😘😘✌✌✌✌💪💪💪💪💪💪💪💪💪💪💪👍👍👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏🏿👏🏿👏🏿👏🏿👏🏿😍😍😍😍😍😍😍😘😘😘💪✌💪💪💪💪⚘⚘⚘⚘⚘❤❤,pos
كي تموت بالكرونا بش تكركر عباد معاك و كي تموت بالشر فما احتمال احبابك مايخليوهتش بيك,pos
أظن انه بعد المناظرة هذه نبيل القروي في حد ذاته انتخب الاستاذ قيس سعيٌد,neg
bravo amine ses très feinton,pos
احسن يعطيكم الصحه,pos
ech ihemek fehom echa3b m3aha,pos
ech yekel el ham hedha,neg
تجميل 😒 ربي يهديهم,pos
"عمل ممتاز على كل المقاييس, لكن الجينيرك مش مناسبة جملة ,كاركم خليتو غناية ارضى علينا يا لمية وحدها , فسدتوها ببلطي و الراب , مسلسل يحكي على مدة قديمة في تونس , ما يتغناش عليه بالراب",pos
Bravo à tte l équipe,pos
كل جهة من الجهات الداخلية من حقها بان تطالب بالتنمية ولكن دون تعطيل مؤسسات الدولة,neg
الطمع ميدومش واخرتومشوما  علي كل طفلة تبع المظاهر,neg
مبروك على الشعب التونسى العظيم فى اختياركم الموفق ربنا يوفقه لما فى صالح البلاد والعباد قيس سعيد زى بنقول فى الصعيد راجل من دهر راجل,pos
ملا كعبه يا خويا يقتل 🤣🤣🤣🤣,pos
بصراحة وليت نبكي برافو,pos
Les entrepreneurs et une bonne partie des maçons prennent vraiment les gents pour des cons sur tous les plans. Et les mairies malheureusement n'existe pas en Tunisie c'est vraiment dommage. 🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳 j'aime.,neg
مسكينة اش تقاس سوسسسسسسسسة فهل نزوح 🐀🐀🐀😷🤧,neg
مشاء االه,pos
راهو نسبة المشاهدة طالعه خاطر الشعب كلو يتفرج في تاج الحاضرة في وقتو في التلفزة و يجيو يتفرجو في شورب لهنا  موش معناها تاج الحاضرة موش ناجح  وديما نقولو ماذبينا برشا خدمة ممتازة هكة والمنافسة تخلق الابداع والمسلسلات الزوز محلاهم والزوز فيهم بحث في البعض من تاريخ تونس,pos
ربي يحفظك يا حر ، وفيت الجراء حقهم,pos
"😍❤👍👍 So emotional , amazing voice A.L.A !",pos
تحب على وسرات هههه محلاها وقار وجمال الروح وقوة شخصية وعزة نفس يا عيشوشة محلاك كي تفرجت فيك رجعلي الأمل في الدنيا وقلت الدنيا بخير مازال الخير في الدنيا إلي معاية يخبط جام,pos
"Si Boughalleb sabah elkhayr wa yar7am walidik inta houwa rajil tunisia ❤☘🌻🌞☘☀️☘  si, ceux qui vous écoutent,  ne réagissent pas pour rebâtir le pays, sachez qu' ils sont morts .... moi aujourd'hui  je pleure ma Tunisie,  j'espère qu' il existe encore des hommes dans ce pays pour la sauver",pos
Mezelt thez 3leya idek wejjek nfassedhoulek ...haw bnet tounes li nhebbou nchoufouhom b 9darha w b khchamha,neg
الحمد الله ياربي كولشي سكران ههههه,pos
"Mr Jafour chaque fois vous dite (devons 12million de tunisiens , tunisienne et nous qui suive votre émission chaque semaines) un Algérien.mecontent.",pos
لصوروه من بن علي تو يصوروه منها,neg
Yezi mel khedh ya Hsaan ya Horse ya Bhiiiiim .... !!!!,neg
C'est un truc de ouf 😅 😂❤️,pos
ولله نهاية روعة  لكن كن طولو حلقة اخرة,pos
فردة  ولقات اختها اذاك ما نقلك,neg
نموت على مرت بايرن زله قتلتني 😍شابه عندها لاطاي بومبا 💖,pos
تقعد نبار كبير,neg
راجل في دولة فاسدة ربي يحل في وجهو البيبان.,pos
ما هذا التميز ياااااااااااا جعفوووووووور ...؟؟؟ إنسانية حية في قلبك وضمير لا ينام وإحساس متواصل ومنقطع النضير ... ربي يباركلك في اهلك ووليداتك وربي يرحم والديك,pos
dhalouna ala jard 30 dinar zedouhelna el we7ed t9oul yotleb,neg
3la 9ad ma say7ou masma3hm 7ad msekin,pos
الله لا تربحهم  ان شاءالله ..حسبي الله ونعمة الوكيل فيهم .ملا حيوانات,neg
"C est pas bien il le payera un jour au l autre ,ils ont travaillé donne leurs dû tu fait honte à la Tunisie c est fini l escalvage sal chien",neg
جلال كرفه,neg
ماهر مماتش 💔,neg
9o7b m3iz y7ebou yonchrou montality ta3 maben besif wiiiiiwouuu 3azebi weli bech ysebni rou7 nayek men taw,neg
اشعب تونسي كل معاك وهذا المحامي مشولي شارلك هولمز  و ويبرر للاجرام و استغرب اينا الذين ويدافعون علي الحقوق المراة و الاحقوقيين الم تكن امراة وابراكوها و اعتدو عليها بي سلاح ابيض تتعداء الي محولة قتل  او تكون بنة فولان  اتريدون اسكات صوت الحق  او هيا  اشعرها اصفر لا يجوز محكمتها,neg
Gg nice game bro,pos
دولة فاشلة,neg
حاب يعمل على روح قبل مينبرو عليه خاتر ديما انبر على لعباد و هو كليب علحيط 😁😒,neg
جهال وأوباش الدول المتخلفة والإعلام يقدمهم كصفوة المجتمع كمشة فرارات كان جات الدنيا دنيا يلموهم ويطيشوهم في المياه الإقليمية حدهم كان السرقة والنطرة والنوم وسبان البلاد ملا رهوط قالو غربة تڨعد....إخدم على روحك اللوم الكل عالوالدين جيب وهمل كي الفكرون,neg
Hhhh yodhhorli 3ejbethom 7keyet tabarou3at kol mra bech y7otoulna wzara felsa ri9 bared,neg
يا وليد النهدي برا يعطك ع.... تي اكثر واحد موش متربي هو انت,neg
موش صحيح ياسمحة بلعكس علاقة راجل بداربابا واخواتي سمحة برشا,pos
برافو سامي برنامج هادف,pos
خسارة خلص المسلسل نحبببوه بزاااف بزززاف اروع مسلسل عربي صراحة أبدع سامي الفهري و الممثلين رايعيين خاصة بيرم و بدر chapeau bas !!!!!!,pos
وانتي دخلتها بحلان السقين حتي كان جاء فيه مايصلح وجهك كيف صوردي ماكش متاع هاذم مسكين راجل اجيب دار او كرهبة او بعد يوخذ ثعلب كيفك والا قحبة كونتار طالع قيمو رواحكم قبل انتي وين ...,neg
كافون علاه كي نزطلها تبانلي عليك 😂😂😂,neg
ممكن كلمات الاغنية لو سمحتو؟؟,pos
ماشاءالله,pos
je t'adore 😙😘😍😙😘,pos
شكون يتبع فيه هذا,neg
A7la manoula ma7leha il 8oneya 3ijbitni barha,pos
لقاطات تع سولكينغ و  لنجيرينو,neg
Barra ya3tik concer ya massak,neg
Va regarder les discours  de HABIB  BOURGUIBA  SUR LA PALESRINE ...EN 1967  A ARIHAA,pos
Chaab allah ghaleb alih,neg
لي تسمو في زك امو فراار صاحبي هاكي كولتور هيب هووب كلو انسبيرسيون تع امريكان و لبسة امريكان و فزات امريكان و شطحة امريكان اول حاجا و لي تحكو عليه يمشي كي طفلة و يتكلم كي الطفلة و يتشقنس اكا اسمو خنثاوي مفماش حاجا اسمها فراار ف دنيا هاذي غير جهل توانساا هوا لي خلاهم يخلطو حاجا في حاجا,neg
فاش قعدين  يندبو البلدية,neg
Slim Lahmer,pos
معاش تقولو كل شئ مكتوب راهي اخطاء بشرية وتتصلح وركزو ديما علي افعالكم,neg
Rabi srif 3anna alwaba,pos
زيد علي النافس تطياب ريحتها,neg
ما بني على باطل فهو باطل,neg
لازم حضرولوا حاجة ماخير فيها مايتمشمش,neg
قوة الكلمة و تأثيرها على المرأة بكلمة تخليها تحب و بكلمة تخليها تكره ... أداء ماهر  رائع و قوة كلامه في احساسه,pos
شكرا محمد بوغلاب وطني وتونسي ربي يسترك ويحميك,pos
اول مرة تعجبني غناية متاعها خاطر انا زادا مانيشي ساهلة,pos
يا مريم نشدك و الله نڨطعك يا😛😛😏,pos
ناس بطبيتعها شادة خربها قالو خلو يخلل زروسك😂😂,neg
منال تهبل😙😍😍﻿,pos
Tej toutou,pos
مش اشد امام الجامع الجديد في تركيا,neg
المرة هذه أقول لك أبدعت إن شاء الله تركز على هذه المواضيع وتكون مساندا لتونس فقط,pos
اي و نحبوه,pos
تي ماكم تنبرو عليه برا اخدموا بلاصتو بلا ضمانات لا حتى شي وجربوا التمرميد موش قاعدين في بيرو تحكيو على راجل الله أعلم باحوالو وظروفوا بالك نهارتها مريض بالك مكسور ومجبور باش يخدم. انتم جهال تعرفوا كان تنبروا برا انتم اخدموا بلاصتو ونحيو الكستومات وورينا شعندكم في ذراعاتكم. هاكا مايقيموا كان عرفوا انتم بانا صيفة تتمسخروا عليه عايشين معاه في ظروفوا.  والا ناسين رواحكم كيفاه قطاع الصحافة متاعكم دمرتوه بالكذب والنفاق متاعكم يا متع الفتنة. صلحوا رواحكم بعد احكيوا عل الناس,neg
تمنيتو في الترجي،ربي معاه و يوفقو و عندو ثقة كبيرة في روحو و في الي تعلمو و قراه،اما لازمو برشة صبر,pos
حالللة معانا,pos
Winha Zina !!!???,pos
Lfaham wahd sadk wt nchofo,pos
مش لازم هانا ڨاعدين,neg
Shih rjel fi tounis ihibouha jareya ousebegua oumati3lifchi wilibnet tabarkakah 3lihom fey9in mayohoslouch mouch hkeyet yetchartou zeda oulidetna ihibou mra blée mas2ouliya wihibouha tikhdim wi9olik libnet yetchartou mouch tachrit Ama fama principe wili maynajamich i9oum b dar wisghar mayodhlomich rouhou ouyodhlim Binit enes elfa9ir mouch 3ib el3ib fili rjoulitou i3awil 3la limra c pour ça chtar twenssa 3am outali9 Rabi yehdi bnetna wawledna,neg
bsara7a twensama kifna 7ad hhh khater ma fama 7ad jaweb 3la sou2el a3tihom ya7kiw wakahw w kol 7ad jayeb men 3andou ama safi sa3id t9oul bech yebda ihez w yonfedh feli yes2lou fih 9rib i9olhom 3leh houma tes2l fihom fi sou2el sahel wena s3ib si nn tbarkallah 3lihom,neg
تهبل﻿,pos
ايتها الرائعه واميره كره المضرب في وطننا لك منا كل التشجيع والشكر والامتنان علئ تالقك وتشريفك لبلادك في دوره رولان قاروس العالميه  برافوو,pos
المشكل انك باش تقتل شكون معاك ماكش باش تموت وحدك و الشر لعلمك راو ميقتلش !,neg
سي  حمزة وسي بوغلاب وينكم في سرقة 40مليار الي طار بيهم الفخفاخ...والا سيدكم هذاكا وينجم يمرمدكم فما تلعبوش معاه وقدرتوا على الزوالي هذا...احنا ضد التكركير اما في بلاد يكون فيها العدل مرحبا .,neg
Bravo 👏👏👏,pos
"J’adore cette si belle chanson, un grand salut de l’Algérie 🇩🇿 ❤️",pos
saber rohek,pos
امين نموت عليك نعشقك,pos
elmouhem yetna7ana 3lina hal waba2 w ba3ed ya3mel allah dlil..,neg
بصفتي جزائري  اقووول سبحان الله على الشجاعة والصبر 🤔  تحملتي طوال السنين  متاعب كبيرة  وأنتي الآن اصبحتي مرأة كاملة بأتم الكلمة إذن ربي يحميك ويحمي كل الأسرة المناضلة وخاصتا الوالدة الكريمة وشكرا  👏,pos
معادش تحكي على الدوله معادش دوله  ولات غابه يرتعو فيها الحيوانات,neg
"Sami yheb yaamel el buzz, yjib Beki! a7ayt...",neg
روعة تحياتي ربي يوفقك,pos
فخورين بك انس فرحتنا 👏,pos
يا مسخ هو غلط وانت تنتنها تفيه عليك,neg
Eli ymathel sa7eb chwerreb mathel AL 7abachyy Fi mousalsl omar AL khattab momkn ken ynajm ykoun mo9n3 akther mn lotfi,neg
زايد احنا فيىتونس الراجلركيف يمشي يعملرمساج  يحب طفله موش راجل وزيد مخو مبرمج على قله الخير كيفو هو كف مولاها .سيدي وجوادو زايد عالم ثالث موش متا ع مساج متاع ....وربي يهدبي,neg
كلها تسرق ههههه حالة دولة سراق,neg
سبايدر مان يتدخل مسكينة تونس,neg
يحيا العدل,pos
صحفي فاشل جدا ومنحط ومستفز جاهل للدين. هو لي سأل السؤال وطرح الموضوع ثم يقول طولت في الموضوع وميهمش التوانسة........ تافه,neg
عجبني المرزوقي، عندو نظرة مستقبلية و حاب يخدم لبلاد صح و على اساس متين. ربي يوفقو و يكون واقف عند كلامو ان شاء الله.,pos
كفارة خويا علي,neg
tyler 1 <3,pos
الي يسمع يقلك المواطنين دخلو لفلوس يقلك تبرعو بيهم للدوله   عامله بيهم مشاريع وهوما صارفينهم فالماكله والزبله    وحكايه البسبور يلزمك تستحفظ عليه متضيعوش    ونقص مالحديث الفارغ  لوكان جيتو تعاونو فالدوله كيف الاتراك والكوصوفيين  والالبان  راهي تونس بخير,neg
وحدكم ياتوانسة جوكم روعة ربي يبارك,pos
Chkoun jek fil mnam wellit tou7a barra orgod fi tebnek,pos
ناس ميتة مطيشة وانتم داكم في الاقتصاد مادام لبلاد مسروقة موش باش تقيملها قايمة,neg
يررا لاه احنا اش بعاد عليهم,neg
Curva Nord 🇦🇹❤️🇦🇹❤️,pos
نعم بعض الحكام خونة,neg
LOVE LOVE ZAZA 💕💕💕✌️💖💖🙏🙏🙏🙏🙏🤲🤲😘😘😘❤️,pos
Nullard Allah la trab7ik fil 3amillttou fi touniss ces dernières années,neg
ماشاء  ونعمة التربية الله يرزقق الزوج الصالح ان شاء الله والله بكاوني بزوج 😭😭😭😢,pos
connection ma9sousa andha 3 ayaam wamalt 20 alf reclamation wmafamma shay ltw al9awlna 7aaaal,pos
ثمه مثل شعبي يقول بات مع الجيران، (الضفدع) ليله  أصبح اقرقر، هاذاهو الرقاس,neg
Tu es un vrais mythomane. Tu as était voir un psychiatre au moins pour te soigner  connard,neg
بي قدرة  ربي توصل مدامك بي عقلية هذي الله ينصرك,pos
تباركالله كتبت فابدعت..انت مشروع شاعرة عظيمة..حماك الله,pos
الله ياربي لو كانو اولادها رجال يقومو يخدمو على امهم ويمتعوها لكن الله المستعان,neg
و أنا نجري وراء ربيعة عندها عزاها و خلاها وعدو كل حد و سعدو إبكي يا بشير على سعدك الراقد,neg
حتى صوتك ماشي ساهل يا فحلة الله يحفظك,pos
ربي اكثر منكم يا اخي المعتمد واخي الصحافي ،ما اجمل التواضع .ويا اعز ام  االه يحفظ جميع الامهات,pos
حياك الله جعفى قاسمى أنا من الصومال,pos
نموت فيه مسلسل اولاد مفيدة,pos
بصراحه ناقص المايسترو هيشام لخذيري,neg
ههههههههه أمور بو زينك قداش نحبك 😘😘😘😘,pos
اللي بهتني اللي هوما مدينين !,neg
الطف،عليك،يا،بنتي،ماتبكيش،و حسبنا،الله،ونعم،الوكيل,neg
أنا تونسي⁦🇹🇳⁩ ناس بكري قلوا (عيطت لخالي خلاني و عيطت لعمي عماني و عيطت لخوي شق البحور و جاني),neg
ربي يكون في عونكم شي يقطع القلب,pos
bon courage,pos
ما. قدرش علاها فتفت  و غزل منها   فقام. يحكى علي .  .    مستانس بتلحيس الكلاسن عرف ا وين الاصفى و. وين البني,neg
wallah chay yasaf miskina tunis wallah chay ybaki illi wselna haka dommage,neg
ولله شقد بحبكون بس ما بفهم منكون انا سوريه,pos
10.000 marra sma3tha w ltawa nasma3 fiha <3,pos
اخزي عليك مراء شن دخلك بيهم القلب وما يريد   وخزي ع رجل تسيطر عليا مراء,neg
أحييك...واحيي فيك جرأتك وهذا منطق كل من متدبر لأمر الدنيا كما قال الرسول..انتم أدري بأمور دنياكم,pos
une très belle série saha ftorkom men l'Algérie,pos
راك ماسط يا جعفر معادش تتضومر ما تضحكش,neg
بربي حطو واحد يصلحلكم الكم الهائل من الأخطاء اللغوية,neg
Zebi na3ndin raaaaaa..... hal mandhaer ti makhyeb zok om mandhrha zebi w theb karhba w dar w obligtoir gatlek hazebi rak normalment tnayek 3la sa3dek lemnayek nik omk l9ahba w 10000 menk w ken nakhtfek godemi nfaryek raaa... mrigel zebi le yezi mehich mezyene w 9ahba w 3efcha w m3awja w kol chy w zod theb karhba w dar w 3asba 3la sorm omha w nchala commnatire te3ei youslelha w taw ta3rfni tkalmni taw njiblha karhba w dar w enikhomlha fi termtha🤗 W semhouni 3al klem ezyed enes lkol ema am4aleb chy ijahel,neg
Borjouleya amset zouz fi tounes,pos
❤️S❤️A❤️F❤️I❤️T❤️O❤️O❤️O❤️ O❤️O❤️O❤️O❤️O❤️O❤️O❤️O❤️P❤️,pos
بهايم ناجح قمرة ههه ملكهم المروج ههه,neg
Intouma ech a3malto,neg
كان الإشهار على الفيسبوك، ما تستغربوش ياسر... ثمة عويزب يعمل ماساج و حويجات أخرى متاع نساء و عندو اختصاص تبارك الله عليه يخدم عريان... السيد تونسي يعيشكم... عشنا و رينا في فايسبوك(يورينا وجه الرسول) 🤮,neg
الى مزبلة التاريخ حكام العرب الخونه,neg
مساكن والله,neg
كﻻم انشائي .. خور و هراء .. و غباء أيضا  .. البنية عندها غرام  لكن يلزمها توجيه .. أما ما تفعله .. يسمى اهدار طاقة   ﻻ غير !!,neg
أمر االه يقظيه االه,neg
hors sujet bech yaamel beuuzz y9oul ser9ouni :p,neg
u made my ears cummmmmmmmmmm,pos
اقسم بالله نفس اللحضات راني عايشها في الوقت الحالي مي الفرق حاب نطلق مرتي والله مالحقتش اربي يعلم بيا هذا الشيى كامل في جرت مرت خويا الله اسامحها,neg
قيس psycopate,neg
So cool 😂😅😂😅😂😅😂😅😂,pos
